Categoría,Unidad regional,Nivel,Nivel académico,Programa académico,Cantidad,Año,Periodo
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,192,2010,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,240,2011,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,173,2011,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,258,2012,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,192,2012,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,177,2013,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,179,2013,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,241,2014,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,189,2014,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,312,2015,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,101,2015,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,294,2016,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,270,2016,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,417,2017,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,218,2017,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,235,2018,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,253,2018,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,262,2019,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,223,2019,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,251,2020,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,107,2020,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,204,2021,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,270,2021,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,196,2022,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,152,2022,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,145,2023,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Contaduría pública,101,2023,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2007,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2007,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2008,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2008,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2009,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2009,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2010,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2010,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2011,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2011,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2012,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,15,2012,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,29,2013,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,21,2013,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,19,2014,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,23,2014,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,38,2015,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,38,2015,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,24,2016,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,25,2016,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,15,2017,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,21,2017,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,20,2018,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,16,2018,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,24,2019,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,22,2019,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2020,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,21,2020,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,15,2021,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,20,2021,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,7,2022,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,1,2022,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2023,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2023,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2007,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2007,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2008,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,31,2008,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2009,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2009,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2010,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2010,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2011,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2011,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2012,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2012,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2013,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2013,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2014,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2014,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2015,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2015,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2016,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2016,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2017,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2017,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2018,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2018,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2019,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2019,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2020,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2020,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2021,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2021,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2022,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2022,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2023,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2023,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2007,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2007,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2008,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2008,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2009,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2009,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2010,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2010,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2011,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2011,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2012,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2012,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2013,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2013,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2014,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2014,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2015,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2015,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2016,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,54,2016,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,84,2017,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,57,2017,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,65,2018,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,1,2018,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,3,2019,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2019,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2020,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,12,2020,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,28,2021,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,43,2021,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,26,2022,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,42,2022,IIPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,21,2023,IPA
Inscritos,Facatativá,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,28,2023,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Ingeniería agronómica,125,2007,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Ingeniería agronómica,0,2007,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Ingeniería agronómica,0,2008,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Ingeniería agronómica,0,2008,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Ingeniería agronómica,78,2009,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Ingeniería agronómica,0,2009,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Ingeniería agronómica,0,2010,IPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Ingeniería agronómica,0,2010,IIPA
Inscritos,Facatativá,Pregrado,Profesional universitario,Ingeniería agronómica,0,2011,IPA
